"entity","field","value","source_key","run","date"
"Saudi Arabia","population","2025 estimate ranges 34.6M (UNFPA) to 36.4-37.0M (various secondary projections); no official GASTAT 2025 mid-year figure located","engine:web search stats.gov.sa saudi arabia population 2025 mid-year estimate total","2026-08-09a@OR","2026-08-09"
"Saudi Arabia","gov_sport_spend_per_capita","not computable — no verified consolidated ministry budget figure available to divide by population","mof.gov.sa/en/budget/2026/BudgetStatementDocs/Eng_2026.pdf","2026-08-09a@OR","2026-08-09"
"Saudi Arabia","gov_sport_spend_per_athlete","not computable — no registered_athletes figure and no consolidated budget figure available","spa.gov.sa/en/w2448777","2026-08-09a@OR","2026-08-09"
"South Africa","gov_sport_budget_annual","R1,281,000,000 (R1.281 billion) — Programme 2: Recreation Development and Sport Promotion, DSAC Vote 37, 2025/26 FY","dsac.gov.za/address-by-minister-of-sport-arts-culture-g-mckenzie-budget-vote-2025-26","2026-08-09a@OR","2026-08-09"
"South Africa","gov_sport_budget_annual_dept_total","R6,300,000,000 (R6.3 billion) total DSAC department budget incl. arts/culture/heritage, 2025/26 FY","dsac.gov.za/address-by-minister-of-sport-arts-culture-g-mckenzie-budget-vote-2025-26","2026-08-09a@OR","2026-08-09"
"South Africa","population","63,100,000 (63.10 million), mid-year 2025 estimate","websearch:statistics south africa mid-year population estimates 2025 total population","2026-08-09a@OR","2026-08-09"
"South Africa","gov_sport_spend_per_capita","ZAR ~20.3 per capita (R1.281bn / 63.1m pop, 2025/26)","dsac.gov.za/address-by-minister-of-sport-arts-culture-g-mckenzie-budget-vote-2025-26","2026-08-09a@OR","2026-08-09"
"South Africa","registered_athletes","not found — no official national registered-athlete count located; DSAC/SRSA does not appear to publish a centralized athlete registry total. Nearest proxy: informal survey estimate of ~25 million adults who 'actively participate in a sport' (MAPS/MRF survey, not a government registry, not comparable to federation-registration counts)","websearch:registered athletes or registered sport participants south africa srsa number total","2026-08-09a@OR","2026-08-09"
"South Africa","gov_sport_spend_per_athlete","cannot compute — registered_athletes figure unavailable","websearch:registered athletes or registered sport participants south africa srsa number total","2026-08-09a@OR","2026-08-09"
"South Africa","gov_sport_budget_federation_support","R98,500,000 (R98.5 million) allocated to federation support, 2025/26 FY","dsac.gov.za/address-by-minister-of-sport-arts-culture-g-mckenzie-budget-vote-2025-26","2026-08-09a@OR","2026-08-09"
"Brazil","gov_sport_budget_annual","R$2.4 billion (LOA 2024 authorized)","camara.leg.br/noticias/1119641-orcamento-do-esporte-para-2025-dobra-no-relatorio-setorial-mas-ainda-nao-alcanca-o-valor-de-2024","2026-08-09a@OR","2026-08-09"
"Brazil","gov_sport_budget_annual","R$1.6 billion (LOA 2025 post-amendment, up from R$863.8M gov proposal)","camara.leg.br/noticias/1119641-orcamento-do-esporte-para-2025-dobra-no-relatorio-setorial-mas-ainda-nao-alcanca-o-valor-de-2024","2026-08-09a@OR","2026-08-09"
"Brazil","gov_sport_budget_annual","R$3.19 billion (2025, per Minister Fufuca claim vs R$607.7M in 2023)","websearch:ministerio do esporte orcamento 2025 brasil bilhoes","2026-08-09a@OR","2026-08-09"
"Brazil","registered_athletes","9,207 (Bolsa Atleta beneficiaries, first list 2025) / 9,673 combined with Bolsa Pódio","poder360.com.br/poder-governo/bolsa-atleta-bate-recorde-com-9-207-beneficiados-em-2025","2026-08-09a@OR","2026-08-09"
"Brazil","registered_athletes","8,739 (Bolsa Atleta beneficiaries 2024, initial list) / 9,075 combined with Bolsa Pódio","poder360.com.br/poder-governo/bolsa-atleta-bate-recorde-com-9-207-beneficiados-em-2025","2026-08-09a@OR","2026-08-09"
"Brazil","gov_sport_spend_per_athlete","R$176,000,000 / 9,207 = ~R$19,116 per Bolsa Atleta beneficiary (2025)","poder360.com.br/poder-governo/bolsa-atleta-bate-recorde-com-9-207-beneficiados-em-2025","2026-08-09a@OR","2026-08-09"
"Brazil","gov_sport_spend_per_athlete","R$155,366,062 / 9,075 = ~R$17,122 per beneficiary (2024)","websearch:bolsa atleta numero de beneficiados 2024 2025","2026-08-09a@OR","2026-08-09"
"Brazil","population","213,400,000 (213.4 million)","agenciadenoticias.ibge.gov.br/en/agencia-news/2184-news-agency/news/44318-populacao-estimada-do-pais-chega-a-213-4-milhoes-de-habitantes-em-2026","2026-08-09a@OR","2026-08-09"
"Brazil","population","212,600,000 (212.6 million)","agenciadenoticias.ibge.gov.br/en/agencia-news/2184-news-agency/news/44318-populacao-estimada-do-pais-chega-a-213-4-milhoes-de-habitantes-em-2026","2026-08-09a@OR","2026-08-09"
"Brazil","gov_sport_spend_per_capita","R$2.4bi / 213.4M ≈ R$11.25 per capita (2024/2025 mismatch, rough)","camara.leg.br/noticias/1119641-orcamento-do-esporte-para-2025-dobra-no-relatorio-setorial-mas-ainda-nao-alcanca-o-valor-de-2024","2026-08-09a@OR","2026-08-09"
